Name,CD8.T.cells,CD4.T.cells,NK.cells,B.cells,monocytic.lineage,neutrophils,fibroblasts,endothelial.cells
FLJ31978,25.0,105.0,85.0,61.0,3565.0,12243.0,351.0,27.0
FLJ32028,774.0,557.0,832.0,842.0,3718.0,15035.0,256.0,45.0
FLJ32255 ,3364.0,1754.0,2270.0,949.0,505.0,836.0,286.0,102.0
FLJ32332,3056.0,2681.0,2594.0,761.0,3070.0,2623.0,1571.0,919.0
FLJ32370 ,2386.0,1616.0,1553.0,848.0,1324.0,942.0,2173.0,206.0
FLJ32704,158.0,301.0,115.0,156.0,334.0,133.0,3487.0,200.0
FLJ33069,2719.0,3194.0,3061.0,206.0,4555.0,11699.0,206.0,453.0
FLJ33215 ,1363.0,616.0,1713.0,1209.0,2159.0,6767.0,2001.0,396.0
FLJ35936 ,196.0,289.0,445.0,666.0,301.0,480.0,307.0,72.0
FLJ36837,7924.0,6221.0,6139.5,5707.5,2743.5,2615.0,1290.5,356.5
FLJ36874,1418.0,3402.0,2033.0,1939.0,2688.0,2271.0,2132.0,367.0
FLJ37142 ,1885.0,1654.0,1386.0,973.0,797.0,567.0,4417.0,148.0
FLJ37970 ,1841.0,1269.0,2492.0,921.0,2626.0,2558.0,763.0,395.0
FLJ38331 ,781.0,1057.0,1097.0,991.0,1260.0,860.0,1461.0,78.0
FLJ38499,1464.5,1560.0,1448.5,613.5,1771.0,859.0,1750.5,381.0
FLJ38725,178.0,367.0,218.0,319.0,1075.0,209.0,6300.0,1137.0
FLJ39485 ,4393.0,4392.0,6717.0,1221.0,3057.0,1407.0,1420.0,557.0
FLJ39622 ,2860.0,1841.0,3333.0,526.0,608.0,1214.0,689.0,184.0
FLJ39739 ,2902.0,2045.0,5865.0,1088.0,1947.0,1819.0,1268.0,244.0
FLJ39873,1318.0,506.0,1715.0,201.0,91.0,143.0,76.0,61.0
FLJ39885,1909.3333333333333,1255.0,2633.3333333333335,1165.6666666666667,1936.3333333333333,1628.6666666666667,1346.0,1173.3333333333333
FLJ39885 ,303.0,453.0,334.0,458.0,345.0,610.0,578.0,741.0
FLJ40432,326.0,355.5,309.5,364.5,849.0,348.0,970.5,405.5
FLJ40614 ,3703.0,3180.0,3154.0,3746.0,3459.0,1093.0,3097.0,1579.0
FLJ41238,187.0,247.0,32.0,141.0,25.0,64.0,107.0,1826.0
FLJ43842 ,741.0,1032.0,519.0,499.0,431.0,331.0,809.0,314.0
FLJ90005,489.0,434.5,588.0,424.0,1104.5,2081.5,1851.0,274.0
FLN29,446.6666666666667,448.0,520.6666666666666,609.0,682.0,890.0,445.0,167.0
FLOT2,2764.0,2769.0,2230.0,2285.0,2273.0,5869.0,930.0,380.0
FMNL1,1392.0,1420.0,1846.0,433.0,1681.0,2810.0,1306.0,322.0
FNBP1 ,1882.0,1955.0,1370.0,963.0,1214.0,1305.0,2261.0,302.0
FNBP2 ,246.0,411.0,396.0,225.0,1570.0,741.0,583.0,339.0
FNBP3,1854.0,2138.5,1830.0,1527.5,2102.5,1199.0,1887.5,385.0
FPR1,200.0,198.0,250.0,383.0,9604.0,31297.0,1739.0,102.0
FPRL1,54.5,54.5,63.5,319.5,923.5,3824.0,525.0,85.5
FPRL2,149.5,190.0,274.0,601.0,398.0,627.0,1454.0,3794.5
FRAT1,577.0,614.0,448.0,715.0,1300.0,2867.0,314.0,38.0
FRAT2,422.0,549.0,500.0,483.0,1806.0,7645.0,505.0,94.0
FREB,196.33333333333334,231.0,169.33333333333334,2863.0,130.33333333333334,291.0,156.0,52.333333333333336
FSCN1,23.0,22.5,30.0,21.0,70.0,75.5,194.5,393.5
FTHFSDC1,475.0,1389.0,234.0,516.0,219.0,342.0,238.0,326.0
FUS,716.0,1311.0,728.0,757.0,781.0,541.0,936.0,335.0
FUT11 ,3317.0,2116.0,9279.0,771.0,3326.0,880.0,6236.0,222.0
FXYD5 ,7416.0,9545.0,4225.0,4646.0,6816.0,1694.0,2710.0,1290.0
FYB ,3815.0,3690.25,1863.5,87.75,3627.75,5996.25,301.5,544.75
FYN ,3790.0,3882.0,4537.0,340.0,1944.0,171.0,482.0,95.0
G1P3 ,398.0,550.0,572.0,58.0,733.0,535.0,958.0,104.0
G6PD,454.0,368.0,1178.0,194.0,1225.0,1248.0,2631.0,1146.0
GALNACT-2,595.0,684.0,928.0,615.0,1503.0,879.0,2173.0,392.0
GARNL1 ,91.5,161.5,190.0,374.0,403.0,245.5,2460.0,56.5
GBP1,1338.0,758.0,965.5,121.5,1202.0,1216.0,1599.0,136.0
GBP2,4166.0,3098.0,3867.0,494.0,2882.0,5286.0,1168.0,223.0
GBP5,2849.5,2808.0,2248.5,170.5,763.5,1840.5,746.5,89.0
GCA,196.0,269.0,370.0,752.0,3456.0,11308.0,1358.0,214.0
GG2-1,4520.5,4437.0,3304.5,3829.5,3372.5,1543.5,7468.0,819.0
GITR,357.5,829.0,754.0,531.5,356.0,556.5,1203.5,112.0
GJB2,22.0,140.0,72.0,151.0,1116.0,130.0,8695.0,363.0
GLA,381.0,370.0,377.0,518.0,1420.0,867.0,6938.0,402.0
GLCCI1 ,3102.3333333333335,1589.3333333333333,4115.0,1249.6666666666667,304.3333333333333,1389.0,183.66666666666666,88.66666666666667
GLIPR1,1919.0,797.75,1779.25,1364.5,6383.0,3707.0,2195.0,1099.25
GLS,1217.0,2069.0,1025.0,731.0,954.0,532.0,2156.0,310.0
GM2A,197.0,181.0,239.83333333333334,554.6666666666666,1138.0,287.6666666666667,3495.5,3565.6666666666665
GMFB,200.0,227.0,292.0,675.0,487.0,385.0,1357.0,219.0
GMIP,869.0,706.0,837.0,292.0,1249.0,2002.0,1093.0,140.0
GMPPB,209.0,166.0,179.0,160.0,193.0,78.0,577.0,92.0
GNA15,109.0,184.0,173.0,304.0,858.0,434.0,3895.0,223.0
GNAS ,3442.0,2297.0,1806.0,1886.0,1609.0,805.0,1312.0,313.0
GNB4,157.0,309.0,117.0,242.0,1512.0,1463.0,1126.0,439.0
GNG10,897.0,766.0,883.0,471.0,2253.0,9451.0,2271.0,620.0
GNG2,10861.0,6377.0,12619.0,1565.0,4089.0,5904.0,1133.0,62.0
GNG2 ,1870.0,1788.0,3409.0,349.0,1023.0,1119.0,479.0,52.0
GNG7,135.0,143.0,51.0,803.0,115.0,474.0,55.0,61.0
GNLY,3943.5,3485.5,20283.5,170.0,52.0,464.5,49.0,15.5
GNRH1 ,95.0,143.5,652.5,151.5,1720.0,4029.5,2186.5,229.0
GNS,462.0,564.0,973.0,402.0,2199.0,721.0,2174.5,599.0
GPR109B ,46.0,195.0,92.0,216.0,1412.0,9521.0,3078.0,778.0
GPR114,519.0,165.0,1496.0,288.0,83.0,216.0,125.0,67.0
GPR132,1244.0,780.0,1230.0,302.0,1055.0,436.0,1431.0,208.0
GPR15,200.0,160.0,123.0,462.0,111.0,201.0,93.0,43.0
GPR18,1136.0,1540.0,908.0,2051.0,116.0,220.0,53.0,20.0
GPR27,382.0,408.0,553.0,591.0,3023.0,8851.0,325.0,285.0
GPR43,13.0,17.0,13.0,32.0,106.0,3755.0,54.0,13.0
GPR65,1486.0,832.0,3056.0,668.0,1561.0,1753.0,519.0,320.0
GPR68 ,1189.0,598.0,2298.0,468.0,976.0,466.0,8943.0,1554.0
GPR84,196.0,473.0,58.0,66.0,1245.0,195.0,8866.0,139.0
GPR86,8.0,22.0,23.0,62.0,2853.0,7096.0,27.0,97.0
GPRC5D,320.0,339.0,287.0,968.0,334.0,684.0,286.0,62.0
GRAF,308.0,284.0,481.0,655.0,967.0,2161.0,806.0,82.0
GRB2,2579.5,3193.0,2188.5,3827.5,6717.5,7519.5,5095.5,596.5
GRINA,331.0,482.0,339.0,425.0,1511.0,616.0,2289.0,570.0
GRSF1,1260.5,1227.0,861.0,455.5,988.5,234.0,479.0,330.5
GSN ,12.0,19.0,155.0,34.0,155.0,150.0,302.0,2747.0
GSPT1,744.0,806.0,643.0,333.0,620.0,135.0,723.0,328.0
GTF2A1 ,1464.0,1490.0,1347.0,353.0,1817.0,1564.0,4472.0,290.0
GTPBP3 ,624.0,697.0,687.0,1543.0,347.0,1691.0,242.0,148.0
GTPBP4,589.0,474.5,586.0,584.0,462.0,193.5,611.0,104.0
GZMA,5344.0,1944.0,12626.0,336.0,115.0,406.0,92.0,37.0
GZMB,2016.0,1238.0,12913.0,208.0,59.0,260.0,125.0,13.0
GZMH ,6420.0,2614.0,9524.0,29.0,22.0,63.0,27.0,9.0
GZMK,8018.0,1897.0,1380.0,355.0,80.0,486.0,110.0,38.0
GZMM,975.0,1131.0,2850.0,94.0,36.0,148.0,54.0,19.0
H2AFX,635.0,417.0,926.0,369.0,418.0,264.0,421.0,111.0
H2AFY,1331.5,1593.5,1783.5,1482.0,5035.0,2407.0,3908.5,485.0
H2AFZ,3514.0,3318.0,2442.0,1034.0,2339.0,3603.0,2078.0,666.0
H41,650.0,896.0,460.0,580.0,716.0,395.0,702.0,117.0
H6PD ,1363.0,938.0,1524.0,919.0,1427.0,1042.0,1333.0,1322.0
H963,967.0,536.0,132.0,104.0,18.0,91.0,19.0,47.0
HAVCR1,121.0,1479.0,2145.0,44.0,1266.0,44.0,2928.0,2918.0
HCK,121.0,617.0,153.0,426.0,7809.0,11031.0,7961.0,1032.0
HCLS1,6898.0,6631.0,7490.0,4785.0,8688.0,13812.0,5272.0,643.0
HCST,13048.0,5192.0,12811.0,457.0,6197.0,1257.0,3057.0,3548.0
HDGFRP3,346.0,372.0,462.0,325.0,182.0,245.0,381.0,66.0
HECA,5097.0,5819.0,2934.0,2726.0,2225.0,4049.0,1830.0,828.0
HELLS,288.0,477.3333333333333,266.0,523.0,124.33333333333333,309.0,118.66666666666667,58.0
HEM1,2202.0,2011.5,3013.5,1934.0,3611.5,1058.5,1645.0,960.5
HGFL,6460.0,8786.0,1213.0,1802.0,571.0,513.0,151.0,86.0
HGLF,4081.0,6561.0,1050.0,1958.0,610.0,568.0,288.0,68.0
HIMAP2,7225.0,6414.0,3506.0,228.0,5865.0,1797.0,512.0,250.0
HIMAP4,2609.0,998.0,2422.0,239.0,2797.0,2367.0,122.0,153.0
HIPK1 ,892.0,1224.0,2397.0,103.0,1263.0,960.0,689.0,113.0
HIPK2,1572.0,1853.0,5554.0,2156.0,3272.0,1830.0,6820.0,720.0
HK3,22.0,256.0,155.0,33.0,3938.0,858.0,422.0,900.0
HLA-A,11425.0,11597.0,7947.0,4277.0,9039.0,13489.0,8103.0,1354.0
HLA-DOB,150.0,238.0,84.0,3656.0,99.0,60.0,81.0,32.0
HLA-DPA1 ,311.0,383.0,180.0,2219.0,1471.0,215.0,150.0,2830.0
HLA-DQ-alpha,129.0,145.0,74.0,1471.0,311.0,155.0,215.0,3211.0
HLA-DRB3,120.5,127.5,117.0,1086.5,685.5,135.5,138.0,3125.5
HLA-DRB4,78.0,105.0,105.0,864.0,434.0,90.0,91.0,2789.0
HLX1,125.0,170.0,268.0,298.0,748.0,2316.0,2498.0,434.0
HMG20B,543.0,636.0,439.0,249.0,600.0,359.0,480.0,303.0
HMGB1,3094.0,3461.0,3449.0,1861.0,2377.0,1892.0,1186.0,290.0
HMGB2,2510.0,2531.0,2311.0,1647.0,3898.0,3719.0,1084.0,369.0
HMMR,88.0,24.0,129.0,66.0,32.0,67.0,34.0,32.0
HMOX1,173.0,360.0,259.0,658.0,1807.0,731.0,2297.0,1853.0
HNRPC,7710.0,8350.0,3738.0,1942.0,5064.0,8256.0,3248.0,624.0
HNRPD,4825.5,4023.0,3696.0,2114.5,4703.5,1835.0,4771.5,318.0
HNRPR,2632.0,2238.0,2686.0,1276.0,2919.0,603.0,2710.0,706.0
HOZFP,577.0,495.0,360.0,185.0,606.0,744.0,402.0,4905.0
HPSE,272.0,342.0,261.0,522.0,2347.0,1050.0,2557.0,39.0
HRMT1L1,7170.0,5339.0,4163.0,494.0,1925.0,1794.0,2363.0,779.0
HS3ST3B1 ,807.0,584.0,782.0,52.0,685.0,111.0,7986.0,116.0
HSGP25L2G,408.0,1369.0,1418.0,695.0,1509.0,601.0,2112.0,371.0
HSPA6,147.0,267.0,481.0,341.5,1344.0,5681.0,437.0,182.5
HSPC043,3515.0,2848.0,3045.0,1422.0,3658.0,2514.0,3355.0,1079.0
HSPC055,2486.0,1757.0,1538.0,845.0,2255.0,1393.0,1578.0,364.0
HSPC150,205.0,1550.0,137.0,62.0,43.0,53.0,65.0,33.0
HSPC196,1334.0,901.0,1125.0,617.0,1680.0,151.0,7164.0,1481.0
HSPCA,14694.0,7173.0,12556.0,7714.0,14561.0,11849.0,23571.0,3604.0
HSU15552,1679.0,1822.0,1443.0,1180.0,1394.0,781.0,4282.0,285.0
HTLF ,3974.0,2919.0,3780.0,1463.0,5372.0,3289.0,3182.0,410.0
HTPAP,583.0,704.0,431.0,3170.0,391.0,234.0,1250.0,270.0
IAN4L1,3136.0,3112.0,2078.0,846.0,1539.0,1067.0,735.0,200.0
ICAM2,3226.5,2581.5,3273.0,1502.0,1437.0,396.5,205.0,35.0
ICAM3,4032.0,3721.0,3458.0,1634.0,3358.0,15131.0,150.0,346.0
ICOS,203.0,696.0,12.0,23.0,7.0,18.0,10.0,4.0
ICOSL,99.0,169.0,90.0,482.0,192.0,119.0,1219.0,434.0
ICSBP1,441.0,792.0,1959.0,6287.0,2573.0,390.0,1310.0,936.0
IDN3,1328.0,758.0,1658.0,614.0,1999.0,1280.0,2467.0,131.0
IDS,665.0,736.0,964.0,132.0,688.0,3494.0,1172.0,116.0
IER3,254.0,330.0,319.0,432.0,6657.0,1973.0,31166.0,1280.0
IER5,2041.0,1611.0,2083.0,1706.0,4654.0,1403.0,8297.0,411.0
IFI16,2257.5,823.0,3377.5,1064.5,1244.5,1265.0,681.5,301.5
IFI35,641.0,556.0,757.0,466.0,947.0,581.0,571.0,100.0
IFI44,441.0,549.0,507.0,402.0,1044.0,315.0,432.0,129.0
IFIT1,101.0,77.0,105.0,42.0,706.0,1609.0,261.0,267.0
IFIT2,412.5,1020.0,512.5,378.0,1149.5,5590.0,945.0,257.0
IFIT4,378.5,1368.5,1081.5,627.0,2544.0,7009.5,1996.5,773.5
IFITM1 ,814.0,622.0,1043.0,670.0,769.0,2967.0,1236.0,116.0
IFNAR2,978.0,944.0,1038.0,888.0,837.0,1793.0,583.0,513.0
IFNG,259.0,143.0,397.0,356.0,105.0,287.0,121.0,36.0
IFNGR1 ,793.0,522.0,746.0,425.0,3680.0,2172.0,1355.0,539.0
IFRD1 ,472.0,350.0,299.0,432.0,355.0,2166.0,250.0,31.0
IGF2R,1045.5,871.5,3135.5,396.0,1685.0,5471.0,2957.0,444.5
IGSF6,33.0,84.0,66.0,96.5,2011.5,3609.5,2904.5,910.5
IL10RA,3909.0,2893.0,4405.0,1470.0,5620.0,741.0,3677.0,1055.0
IL12B,45.0,52.0,61.0,185.0,227.0,174.0,2938.0,46.0
IL13RA1,78.5,98.0,127.0,578.0,941.0,1962.0,813.0,817.5
IL15,140.0,195.0,285.0,566.0,1230.0,183.0,1542.0,32.0
IL16,3080.0,3033.0,2252.0,1527.0,1412.0,2825.0,1082.0,143.0
IL17F,183.0,177.0,33.0,221.0,107.0,192.0,136.0,66.0
IL17R,2228.75,2227.0,1783.75,801.5,8519.5,6855.75,5090.0,1617.75
IL18RAP,572.0,319.0,3906.0,126.0,85.0,1773.0,92.0,36.0
IL19,139.0,176.0,246.0,689.0,870.0,530.0,8012.0,55.0
IL1A,87.0,62.0,69.0,462.0,1503.0,323.0,15727.0,56.0
IL1B,193.5,336.5,256.5,781.5,4185.0,2333.5,44143.0,151.0
IL1F9,57.0,68.0,67.0,343.0,899.0,158.0,8757.0,28.0
IL1RN,141.33333333333334,154.33333333333334,118.33333333333333,384.0,2345.0,2029.3333333333333,15046.0,2151.3333333333335
IL21R,924.0,1460.0,798.0,665.0,324.0,442.0,294.0,176.0
IL22,29.0,236.0,105.0,132.0,86.0,92.0,62.0,45.0
IL23A,328.0,328.0,158.0,310.0,320.0,200.0,2629.0,47.0
IL24,138.0,119.0,80.0,126.0,309.0,230.0,4500.0,12.0
IL2RA,101.5,156.5,126.0,305.5,179.0,120.5,1304.0,40.0
IL2RB,3726.0,2409.0,17513.0,1495.0,362.0,1389.0,348.0,79.0
IL2RG,7571.0,6102.0,7067.0,2669.0,1118.0,3825.0,3785.0,441.0
IL3RA,17.0,32.0,125.0,90.0,199.0,100.0,3384.0,17.0
IL4I1,247.0,327.0,44.0,332.0,405.0,189.0,4276.0,511.0
IL4R,861.0,1679.0,722.0,7295.0,1201.0,2374.0,1179.0,126.0
IL6,114.0,137.0,114.0,631.0,1291.0,241.0,18263.0,51.0
IL6R,1068.0,1410.0,206.5,206.0,4025.5,7459.5,5361.5,313.0
IL7R,14765.0,13125.0,1513.0,409.0,648.0,1323.0,8198.0,846.0
IL8,53.0,241.0,107.0,288.5,6523.0,10442.0,37005.0,333.5
IL8RA,45.0,37.0,375.0,150.0,27.0,6703.0,54.0,4.0
IL8RB,34.0,31.0,762.0,23.0,257.0,12028.0,31.0,66.0
IL9,42.0,50.0,48.0,216.0,35.0,88.0,46.0,40.0
ILF2,4368.0,6212.0,3046.0,1393.0,2908.0,383.0,3712.0,409.0
IMAA ,660.0,719.0,1449.0,1620.0,643.0,1669.0,816.0,106.0
IMAP1,3077.0,1865.0,2255.0,341.0,1920.0,346.0,235.0,37.0
IMAP1 ,2781.0,1503.0,1608.0,136.0,1362.0,238.0,120.0,16.0
INCENP ,223.0,970.0,574.0,643.0,310.0,786.0,192.0,150.0
INDO,248.0,364.0,243.0,289.0,1102.0,517.0,10829.0,59.0
INHBA,25.0,64.5,80.0,231.0,1692.0,289.5,24450.0,150.0
INPP4B ,2560.0,3019.0,199.0,179.0,47.0,211.0,54.0,33.0
INPP5B ,344.0,316.0,366.0,363.0,653.0,487.0,2656.0,93.0
INPP5D,2735.0,2547.0,5147.0,3985.0,2367.0,3150.0,398.0,580.0
IPLA2(GAMMA),2074.0,2245.0,1690.0,2132.0,4001.0,3094.0,8206.0,406.0
IQGAP1,1392.0,1098.0,3271.5,1060.0,3265.5,4538.5,3326.0,548.0
IRA1,2601.0,1955.5,1938.5,1370.5,2262.0,2556.0,2070.0,491.5
IRAK2,491.0,580.0,1106.0,712.0,1084.0,632.0,9324.0,88.0
IRF1 ,3816.0,2597.0,3730.0,1288.0,3252.0,4357.0,2028.0,120.0
IRF2,940.0,812.0,1127.0,1368.0,1381.0,2867.0,931.0,559.0
IRF4,326.0,442.0,247.0,1523.0,354.0,500.0,408.0,381.0
IRF5,376.5,750.5,727.0,973.0,2672.0,668.0,1564.0,2234.5
IRF7,728.0,870.0,772.0,883.0,1343.0,1507.0,1764.0,97.0
IRTA2,241.0,290.6666666666667,257.0,3430.3333333333335,306.6666666666667,693.3333333333334,244.0,99.33333333333333
ISG20 ,2884.5,2336.5,958.0,1898.5,249.5,3849.0,1218.0,19.0
ITGA4,2364.0,1608.0,1706.0,1097.5,1994.0,420.5,92.0,60.0
ITGAL,2895.0,2303.0,4330.0,411.0,2192.0,1100.0,1065.0,111.0
ITGAM,906.0,815.0,5330.0,446.0,5501.0,4433.0,2734.0,1813.0
ITGAX,43.0,195.0,767.0,105.0,1092.0,1951.0,2754.0,864.0
ITGB2,6338.0,7204.0,12850.0,2018.0,14076.0,11066.0,6285.0,1486.0
ITGB7,2048.0,2047.0,2024.0,621.0,306.0,237.0,105.0,41.0
ITGB8 ,32.0,27.0,223.0,103.0,1054.0,70.0,12056.0,220.0
ITK,6338.0,7192.0,3192.0,606.0,146.0,526.0,173.0,35.0
ITM1,473.0,406.0,606.0,466.0,536.0,258.0,828.0,163.0
ITPKB ,3025.0,6565.0,1574.0,481.0,811.0,611.0,299.0,314.0
IVNS1ABP,848.0,787.0,2089.0,507.5,1346.5,1338.5,2592.5,714.5
IgV(K),520.0,1588.0,491.0,819.0,4258.0,1465.0,1690.0,1106.0
JAK1 ,3171.0,3391.0,6647.5,1344.5,1815.5,3577.5,1707.5,229.0
JAK3,4757.0,7265.0,3743.0,2631.0,2870.0,3881.0,2253.0,206.0
JAM3,412.0,957.0,568.0,4447.0,693.0,1638.0,640.0,123.0
JMJD2B,860.0,800.0,1251.0,1717.0,1722.0,4128.0,892.0,205.0
JUN,847.0,517.0,434.0,886.0,3599.0,61.0,1546.0,138.0
KA6,1193.0,393.0,1705.0,557.0,281.0,198.0,87.0,55.0
KAB,107.0,133.0,17.0,132.0,861.0,58.0,2805.0,350.0
KBTBD2,1700.0,1776.0,1142.0,1317.0,1166.0,2647.0,1133.0,233.0
KCNJ2,88.0,174.5,188.0,582.5,1128.5,4491.0,2266.0,284.0
KCNK6,408.0,658.0,502.0,671.0,1004.0,751.0,740.0,511.0
KCTD12,142.0,211.0,44.0,105.0,7560.0,640.0,2123.0,932.0
KIAA0101 ,737.0,504.0,1108.0,637.0,127.0,425.0,118.0,126.0
KIAA0102,2374.0,1741.0,2341.0,1505.0,1640.0,1119.0,4083.0,423.0
KIAA0125,334.0,342.0,459.0,2170.0,219.0,588.0,163.0,58.0
KIAA0152,332.0,302.0,706.0,57.0,684.0,98.0,644.0,479.0
KIAA0179 ,2304.0,1863.0,1737.0,888.0,756.0,241.0,697.0,1026.0
KIAA0212,973.5,911.0,584.0,842.0,615.5,493.0,1053.0,370.5
KIAA0220 ,1008.0,1189.0,1531.0,1797.0,770.0,1171.0,801.0,286.0
KIAA0346,1339.0,1223.0,748.0,1617.0,2355.0,6612.0,5306.0,291.0
KIAA0379,1325.0,1234.0,1143.5,863.5,932.5,608.0,1059.0,466.5
KIAA0492,645.0,1705.0,1473.0,1051.0,2126.0,2026.0,1350.0,331.0
KIAA0615,934.0,888.0,521.0,342.0,733.0,1141.0,3279.0,138.0
KIAA0650,1329.0,1495.6666666666667,944.6666666666666,1330.6666666666667,862.3333333333334,3814.3333333333335,267.6666666666667,47.666666666666664
KIAA0746,1098.0,689.0,532.3333333333334,2470.0,190.0,410.6666666666667,231.66666666666666,233.33333333333334
KIAA0779,1744.0,1271.0,1146.0,1076.0,2568.0,9035.0,2417.0,738.0
KIAA0841,973.0,1246.0,1203.0,3491.0,715.0,1892.0,688.0,82.0
KIAA0912 ,508.0,788.0,584.0,364.0,825.0,140.0,407.0,152.0
KIAA0930,238.0,216.0,308.0,450.0,949.0,354.0,541.0,684.0
KIAA1126,483.0,417.0,496.0,235.0,629.0,3628.0,432.0,146.0
KIAA1160,2674.0,1541.0,1902.0,976.0,1734.0,2679.0,1849.0,194.0
KIAA1234 ,311.0,668.0,470.0,663.0,891.0,802.0,6876.0,2432.0
KIAA1268 ,130.0,419.0,279.0,568.0,373.0,290.0,437.0,103.0
KIAA1333,1017.0,734.0,1404.0,748.0,1419.0,776.0,1691.0,416.0
KIAA1361,1400.0,1093.0,1942.0,835.0,3778.0,1466.0,5384.0,570.0
KIAA1363,141.0,198.0,230.0,171.0,844.0,87.0,1148.0,3894.0
KIAA1384,134.0,225.0,197.0,1984.0,181.0,370.0,130.0,51.0
KIAA1404,2258.0,2552.0,1818.0,1535.0,2483.0,3859.0,4802.0,780.0
KIAA1484,4687.0,4738.0,2360.0,1114.0,4424.0,13477.0,1862.0,387.0
KIAA1509,5412.0,3695.0,4579.0,1336.0,1626.0,624.0,263.0,41.0
KIAA1533,2405.0,1916.0,602.0,380.0,1394.0,1659.0,5844.0,154.0
KIAA1546,895.0,1220.0,1290.0,675.0,3803.0,4271.0,3215.0,910.0
KIAA1554,3502.0,2555.2,4896.4,870.6,3483.0,1397.2,2532.0,370.8
